current_bpm,avg_bpm,min_bpm,max_bpm,std_bpm,change_bpm,label
78.24,76.89,76.12,82.85,5.0,-7.46,NORMAL
81.39,84.87,71.42,89.61,4.91,-9.4,NORMAL
100,101.38,91.93,105,1.38,-5.25,NORMAL
66.31,72.17,57.67,70.05,2.39,-0.42,NORMAL
82.21,82.45,75.82,91.54,4.69,-1.9,NORMAL
90.34,83.34,86.51,97.28,4.84,8.82,NORMAL
71.1,75.13,62.64,82.17,6.34,8.08,NORMAL
71.41,76.61,63.84,73.54,4.66,0.7,NORMAL
66.01,62.7,57.15,76.87,4.76,4.85,NORMAL
90.48,89.69,88.19,98.14,3.5,-0.5,NORMAL
67.77,68.01,59.54,74.37,7.29,1.72,NORMAL
90.58,81.26,90.16,97.77,4.22,2.51,NORMAL
61.17,65.4,58.07,66.15,1.23,-9.38,NORMAL
76.76,80.76,71.54,84.86,4.53,-2.58,NORMAL
129.75,100.67,74.02,113.83,17.31,14.38,UNUSUAL_PATTERN
63.77,72.37,58.48,75.05,5.84,-2.57,NORMAL
66.39,69.76,58.66,72.81,2.42,-1.85,NORMAL
74.7,64.06,68.0,83.3,6.58,-2.36,NORMAL
75.32,80.81,67.86,82.68,4.08,-1.92,NORMAL
91.86,92.05,83.32,95.46,5.18,-0.82,NORMAL
84.79,84.4,76.15,91.74,2.22,3.48,NORMAL
80.74,80.23,72.28,85.53,3.48,3.34,NORMAL
92.69,91.02,87.31,96.73,3.37,-4.73,NORMAL
50.76,70.53,39.54,99.18,15.31,-17.06,UNUSUAL_PATTERN
65.92,72.58,61.52,73.08,5.27,-4.81,NORMAL
81.18,84.18,77.64,83.71,4.81,-0.43,NORMAL
65.39,70.09,59.26,69.9,3.76,-4.19,NORMAL
77.4,78.94,70.1,83.1,2.59,-7.41,NORMAL
111.91,98.83,70.23,125.01,8.32,-2.74,UNUSUAL_PATTERN
69.27,73.78,61.47,81.04,5.01,3.11,NORMAL
81.74,85.45,73.85,88.37,4.89,-2.79,NORMAL
71.58,69.48,65.78,78.92,5.2,-3.06,NORMAL
114.47,100.11,79.86,122.53,8.58,19.31,UNUSUAL_PATTERN
83.66,80.79,76.51,91.11,5.02,-1.38,NORMAL
96.2,89.46,87.38,105,5.71,1.45,NORMAL
92.08,88.09,85.49,97.96,2.61,-1.97,NORMAL
85.1,81.78,81.08,93.55,5.55,-6.41,NORMAL
73.77,76.38,69.98,74.31,5.62,0.6,NORMAL
67.55,69.72,60.39,78.5,5.46,0.49,NORMAL
84.21,82.9,77.4,89.01,2.28,4.1,NORMAL
78.97,80.09,75.29,80.49,3.9,4.97,NORMAL
85.99,86.37,79.6,89.86,5.25,-2.74,NORMAL
75.7,74.58,67.49,80.93,2.84,3.03,NORMAL
44.63,71.05,40.24,71.99,7.01,-16.51,UNUSUAL_PATTERN
82.43,79.84,78.84,88.85,4.13,0.11,NORMAL
101.11,94.15,78.68,124.37,13.31,13.8,UNUSUAL_PATTERN
60,72.11,55,66.89,2.4,0.82,NORMAL
88.18,91.15,73.73,93.69,4.17,0.22,NORMAL
60,67.63,55,65.82,3.92,1.37,NORMAL
80.25,79.37,77.59,88.12,3.65,-0.96,NORMAL
74.08,78.35,66.62,82.5,2.57,1.75,NORMAL
72.92,71.26,68.2,80.46,3.7,-1.39,NORMAL
91.52,87.57,85.02,103.4,3.49,-2.33,NORMAL
78.0,76.86,67.37,85.34,3.28,5.79,NORMAL
81.47,86.09,72.44,88.82,5.16,0.85,NORMAL
75.99,70.63,67.51,81.56,1.61,2.57,NORMAL
78.36,80.04,73.37,85.08,5.58,3.67,NORMAL
121.03,82.89,45.3,109.33,13.78,-15.94,UNUSUAL_PATTERN
81.82,83.94,71.9,93.55,4.23,-8.49,NORMAL
48.13,57.38,44.46,91.48,13.3,-15.78,UNUSUAL_PATTERN
79.94,81.8,77.01,88.63,2.76,8.58,NORMAL
75.58,66.25,71.26,86.02,3.13,2.4,NORMAL
69.02,73.78,58.77,74.38,2.89,-0.52,NORMAL
102.83,77.61,51.13,126.38,11.22,-44.37,UNUSUAL_PATTERN
114.1,84.0,40.28,114.26,24.01,34.04,UNUSUAL_PATTERN
120.17,90.97,74.23,118.82,9.84,9.45,UNUSUAL_PATTERN
58.68,70.36,43.27,117.28,20.05,-1.4,UNUSUAL_PATTERN
73.97,79.06,68.42,80.71,3.47,4.48,NORMAL
89.54,85.9,85.72,101.38,3.39,-3.08,NORMAL
82.12,81.51,78.88,87.68,1,-0.04,NORMAL
63.67,69.6,57.54,65.53,5.68,5.17,NORMAL
81.9,77.27,73.95,90.58,3.52,0.47,NORMAL
71.48,72.7,62.19,78.59,3.62,2.62,NORMAL
68.79,70.81,59.82,75.71,3.06,2.62,NORMAL
73.91,80.17,65.48,80.56,2.58,-1.9,NORMAL
73.91,75.9,69.38,80.23,3.29,4.96,NORMAL
47.68,78.23,44.07,112.43,14.63,-28.48,UNUSUAL_PATTERN
93.05,81.61,84.81,98.62,8.26,-5.64,NORMAL
83.03,79.89,78.42,90.12,4.19,6.47,NORMAL
69.55,72.53,64.04,74.68,2.97,0.37,NORMAL
79.16,82.4,74.8,91.77,2.72,3.64,NORMAL
70.69,65.86,62.61,73.57,4.93,-1.48,NORMAL
89.7,84.94,86.0,96.02,3.75,-2.74,NORMAL
75.9,74.67,69.64,81.32,4.79,-6.43,NORMAL
74.34,73.46,65.87,84.3,2.67,3.73,NORMAL
80.25,77.58,74.04,84.59,5.75,6.65,NORMAL
81.14,78.53,79.18,86.56,7.35,1.76,NORMAL
77.46,81.57,72.49,84.89,3.76,8.07,NORMAL
83.79,88.76,76.58,90.13,1.49,3.53,NORMAL
78.96,78.05,76.05,85.3,4.28,3.01,NORMAL
90.72,83.73,82.91,95.85,5.33,3.8,NORMAL
91.03,86.69,86.88,97.31,4.04,6.42,NORMAL
43.42,59.25,49.2,78.16,15.39,-11.75,UNUSUAL_PATTERN
60.92,73.77,58.46,71.25,3.64,-4.58,NORMAL
43.58,72.17,42.2,79.06,15.83,-23.9,UNUSUAL_PATTERN
77.12,82.14,72.48,84.71,1.65,0.77,NORMAL
111.06,60.86,47.56,111.94,14.22,7.79,UNUSUAL_PATTERN
65.13,70.28,61.61,73.03,5.22,-2.05,NORMAL
52.19,72.81,42.59,74.53,8.48,-24.89,UNUSUAL_PATTERN
73.85,68.5,66.97,79.36,5.21,-6.56,NORMAL
84.76,86.83,81.78,90.58,7.23,-0.12,NORMAL
81.81,83.92,79.48,87.99,4.56,-3.0,NORMAL
74.28,74.42,68.39,85.72,4.78,1.15,NORMAL
68.18,75.79,60.06,72.91,7.5,7.31,NORMAL
76.57,86.21,74.56,82.59,1,-5.93,NORMAL
54.57,78.02,45.08,99.39,8.2,-24.28,UNUSUAL_PATTERN
85.18,81.08,79.28,91.88,5.43,-2.68,NORMAL
75.84,74.89,70.65,80.84,4.54,-5.25,NORMAL
75.51,75.72,69.02,78.03,2.49,-5.95,NORMAL
76.75,76.62,72.85,83.16,2.68,5.01,NORMAL
47.35,71.59,43.92,86.12,8.99,-13.18,UNUSUAL_PATTERN
83.66,78.02,77.07,93.44,4.27,-3.66,NORMAL
78.45,72.08,78.14,87.71,1,3.77,NORMAL
70.03,76.81,61.77,77.92,4.94,-4.78,NORMAL
41.09,68.28,48.9,84.51,6.52,-13.4,UNUSUAL_PATTERN
45.17,61.9,45.63,97.36,8.64,-19.01,UNUSUAL_PATTERN
74.64,75.47,72.39,80.52,2.68,-0.79,NORMAL
76.26,71.63,68.39,84.23,5.07,-1.14,NORMAL
89.88,84.45,84.37,94.47,3.54,-7.01,NORMAL
70.04,74.22,64.22,77.73,4.95,2.77,NORMAL
75.98,81.05,68.33,86.14,5.66,-5.34,NORMAL
82.79,80.92,80.42,92.08,5.3,-0.61,NORMAL
89.74,89.55,83.1,98.0,3.93,-0.08,NORMAL
90.12,94.18,82.71,95.27,1.63,3.46,NORMAL
77.12,77.02,70.87,83.7,6.07,1.44,NORMAL
80.62,76.03,76.75,86.84,4.34,2.63,NORMAL
84.67,79.7,77.61,91.74,3.91,-0.96,NORMAL
84.42,85.03,82.18,89.35,4.55,-3.11,NORMAL
115.42,73.67,42.37,115.51,14.2,-20.85,UNUSUAL_PATTERN
55.74,60.49,42.95,78.09,13.36,-15.76,UNUSUAL_PATTERN
80.65,81.87,71.56,90.81,3.4,-0.65,NORMAL
41.84,81.43,47.86,113.13,13.33,-20.81,UNUSUAL_PATTERN
77.99,72.94,71.01,88.48,2.93,-2.92,NORMAL
75.17,79.82,72.55,81.34,4.4,-1.06,NORMAL
81.2,88.81,72.13,87.78,4.21,2.36,NORMAL
95.28,92.12,88.22,100.02,5.06,8.92,NORMAL
80.4,80.5,73.77,82.16,2.49,-1.55,NORMAL
50.07,64.48,43.39,112.96,17.31,6.59,UNUSUAL_PATTERN
48.35,76.29,37.2,112.99,14.89,26.71,UNUSUAL_PATTERN
51.49,59.93,40.43,70.89,15.71,-25.77,UNUSUAL_PATTERN
78.71,83.69,73.78,81.29,3.98,2.29,NORMAL
46.16,84.53,48.45,121.77,22.25,11.0,UNUSUAL_PATTERN
71.56,71.88,63.87,81.7,4.97,-3.89,NORMAL
74.91,65.97,65.47,85.71,3.67,2.22,NORMAL
74.81,75.67,67.52,84.55,4.6,7.74,NORMAL
99.93,95.31,94.57,101.68,2.48,-0.22,NORMAL
71.57,72.6,63.4,83.59,4.07,1.09,NORMAL
80.48,75.33,72.48,89.5,3.54,2.61,NORMAL
109.26,101.18,79.98,116.17,15.25,18.63,UNUSUAL_PATTERN
73.21,77.27,68.63,81.6,4.79,-5.33,NORMAL
74.87,77.75,67.78,78.65,4.21,-5.51,NORMAL
51.16,71.44,46.33,112.52,23.72,19.32,UNUSUAL_PATTERN
60,61.49,55,65.99,1.91,6.22,NORMAL
73.7,73.95,66.96,81.2,2.44,-1.04,NORMAL
82.33,79.42,77.53,89.16,1.47,-2.88,NORMAL
67.31,70.04,64.26,77.25,3.63,-5.31,NORMAL
86.52,90.06,77.48,94.45,4.79,3.33,NORMAL
102.5,88.8,67.38,121.27,8.89,19.72,UNUSUAL_PATTERN
66.71,70.32,60.26,74.5,4.98,-4.77,NORMAL
66.48,71.42,58.46,72.04,2.65,-4.37,NORMAL
87.86,90.17,84.33,95.43,5.76,1.93,NORMAL
74.31,77.79,68.35,84.26,5.08,-2.6,NORMAL
90.21,86.51,85.22,94.91,2.54,-3.6,NORMAL
79.19,82.13,75.86,83.14,1,-5.34,NORMAL
79.63,80.3,73.5,84.06,5.18,5.23,NORMAL
88.06,82.95,82.21,91.81,2.26,2.81,NORMAL
82.47,77.02,77.18,87.68,5.29,0.04,NORMAL
84.98,80.58,78.35,91.68,4.08,-5.46,NORMAL
73.87,75.74,65.67,82.95,3.42,-0.78,NORMAL
56.23,83.03,45.18,114.92,16.09,11.69,UNUSUAL_PATTERN
74.34,80.26,67.52,82.31,5.54,2.59,NORMAL
76.67,73.6,68.74,82.78,3.41,5.44,NORMAL
83.67,86.53,74.75,89.87,2.82,-2.98,NORMAL
90.41,84.44,80.84,97.55,5.39,4.73,NORMAL
95.2,104.12,69.57,126.46,17.37,14.17,UNUSUAL_PATTERN
70.46,70.45,61.26,79.01,4.25,-2.77,NORMAL
73.65,79.12,65.52,80.89,5.13,-1.11,NORMAL
66.93,64.08,60.03,71.63,3.82,-0.82,NORMAL
75.71,71.12,69.24,83.29,4.58,-2.04,NORMAL
81.38,80.44,76.11,91.58,3.32,-2.73,NORMAL
78.58,73.43,69.88,87.8,7.39,0.01,NORMAL
72.76,73.74,68.6,80.43,2.35,-5.38,NORMAL
114.45,85.51,74.57,122.99,3.94,13.18,UNUSUAL_PATTERN
73.92,77.9,69.53,79.79,3.66,-4.59,NORMAL
77.5,77.36,67.05,87.66,5.31,1.99,NORMAL
96.12,93.77,88.4,105,2.18,2.15,NORMAL
87.88,85.05,81.9,90.47,3.78,-6.01,NORMAL
73.87,70.97,63.75,81.95,5.55,3.09,NORMAL
96.48,86.99,93.44,100.7,2.48,-3.2,NORMAL
110.91,97.1,70.63,123.15,10.16,6.27,UNUSUAL_PATTERN
87.78,82.77,80.65,90.74,6.27,2.05,NORMAL
82.21,78.8,76.8,90.09,4.91,2.93,NORMAL
77.99,72.47,72.44,86.23,2.97,1.21,NORMAL
81.37,82.7,78.5,89.92,3.24,-1.9,NORMAL
76.78,74.56,74.76,83.04,4.22,5.35,NORMAL
89.06,82.43,82.93,94.8,6.92,2.09,NORMAL
67.15,69.87,61.0,74.5,1.88,6.0,NORMAL
80.25,80.75,73.03,82.18,7.23,-1.09,NORMAL
82.71,83.64,82.32,88.07,5.39,-2.75,NORMAL
73.86,73.39,72.59,81.9,5.8,4.51,NORMAL
62.76,68.95,61.12,68.62,4.18,5.72,NORMAL
74.67,79.77,70.06,82.75,5.12,0.3,NORMAL
91.35,92.49,85.93,96.53,4.2,-14.2,NORMAL
76.77,73.1,71.72,81.08,3.49,2.45,NORMAL
67.86,68.06,60.47,77.29,3.52,3.38,NORMAL
78.51,78.12,74.24,87.23,3.25,-5.05,NORMAL
96.67,91.61,91.6,105,2.7,4.5,NORMAL
120.29,100.42,80.65,117.93,9.65,11.32,UNUSUAL_PATTERN
104.39,79.93,39.82,116.87,21.21,-16.42,UNUSUAL_PATTERN
73.21,68.58,66.29,82.94,3.03,-4.98,NORMAL
80.49,69.87,76.45,87.16,1.29,1.97,NORMAL
74.43,82.27,70.84,81.77,2.67,2.78,NORMAL
83.41,87.02,77.35,87.45,5.27,-3.7,NORMAL
76.3,70.78,72.72,86.18,2.86,-5.07,NORMAL
65.48,66.34,60.02,76.41,4.36,2.26,NORMAL
64.27,72.33,56.54,71.32,3.21,0.82,NORMAL
82.51,82.56,71.27,88.12,4.52,-1.89,NORMAL
108.74,95.95,76.8,114.98,13.94,5.43,UNUSUAL_PATTERN
80.8,72.68,74.45,88.33,5.79,3.84,NORMAL
96.87,103.43,66.79,123.73,17.81,14.21,UNUSUAL_PATTERN
41.95,59.52,42.38,74.46,16.77,-10.87,UNUSUAL_PATTERN
85.61,83.85,78.38,91.19,2.97,1.11,NORMAL
100.51,81.72,56.57,113.6,20.28,4.0,UNUSUAL_PATTERN
78.04,80.43,71.88,83.4,1.85,9.06,NORMAL
71.34,73.11,65.31,77.41,3.49,-2.77,NORMAL
45.7,56.2,42.37,89.7,9.84,-2.1,UNUSUAL_PATTERN
69.99,70.45,64.19,76.43,4.13,-0.21,NORMAL
80.77,83.68,73.44,86.23,4.79,-0.48,NORMAL
83.68,80.74,79.89,93.62,4.91,4.0,NORMAL
78.97,83.33,76.03,84.56,3.97,2.88,NORMAL
88.11,86.69,75.79,91.39,3.61,-6.28,NORMAL
71.98,70.95,68.97,81.36,2.42,1.96,NORMAL
78.67,79.65,69.68,84.67,1.89,9.88,NORMAL
112.84,98.78,78.31,120.52,12.39,16.14,UNUSUAL_PATTERN
91.95,85.95,90.12,100.25,7.43,-5.53,NORMAL
75.83,69.81,72.75,87.95,2.91,4.81,NORMAL
73.41,77.04,70.95,82.3,4.39,-1.94,NORMAL
88.29,80.82,84.12,91.76,4.39,-2.73,NORMAL
84.65,84.52,80.21,90.5,4.29,-2.65,NORMAL
73.09,76.0,68.39,77.92,4.68,0.57,NORMAL
76.55,82.65,68.14,80.74,4.51,-7.51,NORMAL
73.4,73.93,67.31,81.46,5.15,2.56,NORMAL
62.62,65.87,57.25,74.88,4.49,-2.26,NORMAL
80.39,78.83,74.07,89.05,4.34,0.04,NORMAL
116.24,81.56,43.97,117.44,18.32,4.28,UNUSUAL_PATTERN
82.44,79.06,76.57,90.91,3.68,-2.64,NORMAL
71.53,73.8,63.1,76.43,2.06,4.74,NORMAL
86.45,95.92,81.57,93.36,3.55,-1.0,NORMAL
90.57,86.14,86.3,95.43,3.76,-6.27,NORMAL
65.06,70.04,59.1,66.55,5.28,-1.24,NORMAL
65.92,67.37,57.6,74.39,3.73,-1.06,NORMAL
82.15,74.91,70.75,89.27,3.64,2.32,NORMAL
71.42,69.78,67.33,83.87,5.31,1.68,NORMAL
86.71,86.94,81.99,95.18,3.75,0.1,NORMAL
98.76,94.11,77.88,121.86,8.08,11.51,UNUSUAL_PATTERN
75.35,74.86,69.75,82.29,5.52,-1.9,NORMAL
111.28,83.71,83.25,122.93,13.86,26.21,UNUSUAL_PATTERN
87.19,88.74,81.14,95.79,3.41,0.33,NORMAL
76.93,73.3,68.58,83.23,5.91,-0.62,NORMAL
68.59,73.11,62.83,73.32,4.47,1.04,NORMAL
76.52,81.08,73.37,81.58,2.62,2.92,NORMAL
89.26,92.64,82.75,91.23,6.95,-6.0,NORMAL
82.11,85.02,77.27,89.32,5.27,-4.57,NORMAL
85.77,84.09,80.88,94.42,2.73,1.06,NORMAL
76.28,71.23,72.47,82.75,2.2,-2.46,NORMAL
65.1,61.01,59.55,70.56,6.97,4.22,NORMAL
60,65.33,55,67.44,4.86,1.6,NORMAL
79.54,83.24,71.67,88.77,4.3,-1.33,NORMAL
83.3,77.88,79.34,94.98,3.01,-0.83,NORMAL
70.37,78.06,66.59,76.72,4.69,0.28,NORMAL
73.28,69.3,64.99,76.75,2.94,1.3,NORMAL
55.12,64.63,37.64,85.63,9.44,-23.9,UNUSUAL_PATTERN
84.94,81.44,76.56,90.91,3.73,4.95,NORMAL
48.25,68.95,52.88,113.26,16.03,3.76,UNUSUAL_PATTERN
74.31,80.71,68.75,82.74,1.8,-7.1,NORMAL
86.54,86.65,80.13,95.08,3.18,-8.91,NORMAL
80.78,78.29,74.32,89.51,3.04,1.46,NORMAL
81.89,78.35,77.21,89.63,4.62,0.55,NORMAL
75.71,76.98,74.91,83.38,3.03,-2.25,NORMAL
74.22,72.47,66.84,81.7,4.64,2.14,NORMAL
89.48,85.73,82.55,99.32,3.39,-4.4,NORMAL
74.62,79.44,68.45,82.34,3.5,-3.59,NORMAL
83.24,81.82,75.04,88.46,5.66,-6.32,NORMAL
89.48,80.19,83.2,99.84,5.55,-1.74,NORMAL
89.1,91.46,79.58,94.36,4.08,1.24,NORMAL
83.14,85.76,72.47,85.93,4.32,10.57,NORMAL
83.64,80.4,71.72,90.47,2.97,3.67,NORMAL
45.58,70.55,42.4,89.15,14.78,-17.33,UNUSUAL_PATTERN
107.14,93.28,79.07,123.79,10.22,17.63,UNUSUAL_PATTERN
75.55,72.03,73.04,82.45,3.62,-3.76,NORMAL
66.58,74.67,57.42,71.41,2.89,2.52,NORMAL
82.21,76.66,76.49,93.48,4.49,-2.82,NORMAL
116.45,102.16,72.41,118.9,11.64,19.49,UNUSUAL_PATTERN
76.57,80.64,71.28,80.49,4.16,3.21,NORMAL
80.59,88.2,73.49,89.18,4.79,1.51,NORMAL
65.08,74.9,60.26,71.33,3.4,1.56,NORMAL
68.23,70.63,61.29,77.0,5.68,-3.43,NORMAL
78.83,75.42,72.8,85.39,1.87,-8.23,NORMAL
80.1,79.75,73.75,85.54,2.08,2.73,NORMAL
82.12,75.5,73.72,87.67,2.19,3.69,NORMAL
48.28,80.14,41.88,113.72,14.57,12.17,UNUSUAL_PATTERN
58.8,69.69,42.73,83.2,12.23,-17.11,UNUSUAL_PATTERN
112.16,76.67,42.02,123.13,24.35,-19.31,UNUSUAL_PATTERN
72.98,74.49,67.22,81.04,6.98,1.53,NORMAL
60,62.74,55,72.76,5.26,6.54,NORMAL
42.54,79.22,46.91,115.7,18.46,31.57,UNUSUAL_PATTERN
78.98,76.44,69.6,87.26,5.41,1.03,NORMAL
72.07,80.48,67.35,81.41,4.03,4.56,NORMAL
76.09,81.88,64.33,80.89,2.2,-2.11,NORMAL
77.02,75.1,71.22,85.23,2.83,1.76,NORMAL
108.69,103.74,77.55,122.45,9.8,22.6,UNUSUAL_PATTERN
80.05,78.9,71.99,90.78,5.63,3.43,NORMAL
84.79,75.84,83.76,93.15,3.46,-7.9,NORMAL
80.84,77.91,77.33,91.5,5.62,2.27,NORMAL
78.42,81.35,72.19,85.91,3.21,-0.11,NORMAL
117.38,107.83,78.17,120.09,6.7,11.47,UNUSUAL_PATTERN
72.3,71.05,64.58,82.63,3.97,-4.08,NORMAL
81.64,82.91,73.13,83.79,5.36,2.55,NORMAL
76.29,74.35,64.21,85.17,5.3,4.43,NORMAL
81.16,78.59,75.03,85.33,4.0,-0.44,NORMAL
78.99,80.2,72.03,84.56,3.38,-6.17,NORMAL
69.41,75.82,63.36,79.42,2.58,3.09,NORMAL
72.14,69.21,70.01,73.46,4.28,8.33,NORMAL
74.86,82.61,70.03,83.31,5.52,1.08,NORMAL
102.98,94.18,80.89,125.78,7.95,15.04,UNUSUAL_PATTERN
78.62,72.43,69.26,85.01,2.56,3.51,NORMAL
69.47,69.49,66.91,77.01,5.64,11.67,NORMAL
77.22,84.16,73.51,84.29,5.42,-4.07,NORMAL
45.34,62.51,46.17,86.67,14.58,-20.04,UNUSUAL_PATTERN
90.73,99.47,80.57,100.83,5.65,-0.44,NORMAL
90.88,76.96,77.94,100.76,5.25,-1.99,NORMAL
51.63,78.89,44.11,117.0,19.41,6.83,UNUSUAL_PATTERN
83.15,84.12,72.26,92.77,2.74,-6.39,NORMAL
78.49,74.94,69.98,85.45,1,2.42,NORMAL
81.31,76.33,75.22,85.8,4.54,-8.29,NORMAL
67.05,70.39,65.29,74.99,3.29,-2.16,NORMAL
78.83,83.7,71.82,83.84,1,-2.53,NORMAL
67.18,74.62,61.54,79.39,7.58,0.27,NORMAL
78.3,80.45,74.9,85.09,3.75,6.7,NORMAL
91.35,88.18,85.69,98.15,6.27,5.28,NORMAL
74.38,77.36,67.24,84.38,8.15,-6.54,NORMAL
84.04,81.88,71.41,89.57,2.18,-2.37,NORMAL
54.23,89.3,43.87,112.57,16.62,-11.07,UNUSUAL_PATTERN
67.17,72.38,61.58,73.95,7.39,5.52,NORMAL
78.63,81.71,73.52,84.43,3.9,3.91,NORMAL
79.23,81.36,74.05,84.67,5.17,3.48,NORMAL
87.22,83.69,83.01,99.7,5.17,-0.89,NORMAL
82.54,84.96,76.09,90.31,6.45,-3.62,NORMAL
103.45,86.25,71.57,120.47,13.33,10.02,UNUSUAL_PATTERN
95.8,92.24,84.67,119.64,16.27,10.56,UNUSUAL_PATTERN
83.72,82.24,77.97,93.12,5.13,2.23,NORMAL
83.37,82.18,78.05,93.7,2.59,-0.61,NORMAL
99.49,94.48,92.79,105,4.75,3.82,NORMAL
67.3,71.28,60.29,72.13,2.77,6.63,NORMAL
73.26,73.95,70.01,78.2,3.07,3.0,NORMAL
81.3,77.27,71.65,88.1,4.29,-3.23,NORMAL
74.3,71.98,68.04,86.72,3.98,2.38,NORMAL
96.82,91.35,92.7,104.23,4.04,-4.57,NORMAL
50.29,71.03,39.41,82.32,10.59,-19.72,UNUSUAL_PATTERN
81.83,76.07,77.6,92.4,3.94,-1.51,NORMAL
80.07,75.48,76.0,85.28,2.73,-0.39,NORMAL
79.6,78.84,72.6,90.56,4.84,6.18,NORMAL
119.12,93.69,86.44,117.53,10.62,15.16,UNUSUAL_PATTERN
123.26,62.38,44.9,111.93,11.79,4.62,UNUSUAL_PATTERN
82.98,85.87,74.21,89.29,3.66,0.32,NORMAL
77.01,76.94,72.17,84.47,3.66,8.25,NORMAL
126.43,96.51,77.53,118.32,12.08,10.53,UNUSUAL_PATTERN
52.33,73.57,40.51,79.49,4.61,-19.72,UNUSUAL_PATTERN
112.71,85.31,45.01,117.89,23.02,-11.5,UNUSUAL_PATTERN
50.33,52.67,42.71,71.14,7.35,-16.77,UNUSUAL_PATTERN
96.95,95.22,91.79,102.31,5.07,-1.17,NORMAL
66.41,69.79,63.39,74.68,4.65,2.8,NORMAL
113.01,93.38,74.45,123.61,9.7,5.18,UNUSUAL_PATTERN
83.38,81.1,77.41,93.47,4.79,0.43,NORMAL
55.91,85.68,42.62,119.88,14.77,4.41,UNUSUAL_PATTERN
85.86,80.79,77.82,93.02,2.4,4.67,NORMAL
84.1,76.65,82.33,92.08,3.77,-4.97,NORMAL
107.77,98.68,81.86,116.55,15.59,10.81,UNUSUAL_PATTERN
80.87,77.59,73.19,89.14,2.86,6.79,NORMAL
69.6,69.67,61.5,79.82,4.65,6.36,NORMAL
79.68,82.38,72.5,87.48,4.23,2.04,NORMAL
83.87,84.67,81.15,93.46,4.57,0.77,NORMAL
50.85,59.05,44.31,77.35,8.66,-19.09,UNUSUAL_PATTERN
67.25,71.65,63.1,78.9,3.88,-0.62,NORMAL
79.7,77.67,70.43,86.21,6.07,-2.31,NORMAL
35.41,75.03,47.51,83.04,11.37,-11.72,UNUSUAL_PATTERN
93.95,89.09,86.8,99.24,5.1,3.79,NORMAL
90.28,88.62,82.54,98.99,4.31,1.42,NORMAL
82.72,73.29,73.41,87.43,1.84,-0.42,NORMAL
70.45,69.35,66.83,78.74,6.69,-9.63,NORMAL
78.78,81.76,71.2,86.58,1.45,0.01,NORMAL
84.49,88.47,78.75,92.3,2.67,0.4,NORMAL
107.62,67.24,44.56,121.84,14.92,-47.78,UNUSUAL_PATTERN
69.77,69.08,66.91,76.2,4.7,-7.04,NORMAL
81.76,71.11,80.14,89.85,5.79,-3.6,NORMAL
77.42,78.59,65.49,87.71,1,-4.7,NORMAL
72.75,78.07,65.29,80.66,3.98,-0.69,NORMAL
122.2,92.19,73.27,122.27,13.86,21.99,UNUSUAL_PATTERN
77.9,81.2,69.33,83.98,5.2,6.87,NORMAL
64.71,60.98,64.7,69.22,1.21,2.54,NORMAL
89.66,91.37,81.27,97.41,2.47,-2.13,NORMAL
54.48,59.65,45.89,78.71,11.77,-27.74,UNUSUAL_PATTERN
80.12,81.9,77.09,89.22,2.85,0.04,NORMAL
90.25,91.66,86.18,98.68,4.3,1.38,NORMAL
120.16,90.69,78.68,117.29,16.08,17.58,UNUSUAL_PATTERN
56.79,56.84,41.84,83.65,8.88,-4.42,UNUSUAL_PATTERN
79.69,77.81,68.66,79.7,2.33,4.96,NORMAL
74.42,70.25,64.33,81.18,3.34,1.68,NORMAL
80.05,79.36,78.3,86.24,2.65,2.12,NORMAL
73.22,76.48,66.51,79.8,1.17,-0.14,NORMAL
69.56,71.82,60.67,75.15,3.83,4.12,NORMAL
70.17,67.41,63.17,77.15,1.28,-6.88,NORMAL
67.78,67.04,58.98,74.01,5.39,0.71,NORMAL
71.15,71.94,65.44,73.14,3.8,-4.69,NORMAL
68.33,67.07,62.36,73.85,4.45,0.14,NORMAL
71.69,72.16,66.08,77.01,3.12,-0.1,NORMAL
89.68,88.08,79.85,97.43,4.23,6.99,NORMAL
51.05,68.07,37.64,112.9,21.19,-4.0,UNUSUAL_PATTERN
69.75,70.86,61.7,71.49,3.55,-1.13,NORMAL
88.04,84.0,80.47,91.64,3.14,0.47,NORMAL
108.84,77.39,43.37,110.13,14.32,-1.17,UNUSUAL_PATTERN
76.12,76.17,69.6,81.71,3.05,1.97,NORMAL
81.2,76.91,76.57,87.25,5.6,-6.67,NORMAL
86.45,89.41,80.93,89.82,4.22,1.69,NORMAL
90.08,79.55,79.47,97.63,2.45,-0.93,NORMAL
79.9,77.01,73.04,83.74,2.35,-2.82,NORMAL
83.89,83.77,74.38,89.85,4.04,-1.01,NORMAL
69.14,66.01,66.67,69.24,1.14,0.31,NORMAL
74.92,71.85,68.29,84.1,2.63,0.6,NORMAL
67.97,71.03,59.53,72.26,5.79,6.55,NORMAL
79.59,80.44,75.15,88.2,3.41,0.85,NORMAL
70.68,76.23,70.09,77.51,3.29,-3.43,NORMAL
64.47,70.23,60.3,74.41,4.03,6.59,NORMAL
86.9,84.22,81.34,93.33,3.73,-4.1,NORMAL
86.9,86.35,84.85,87.82,2.74,0.5,NORMAL
76.01,79.1,74.01,82.86,2.41,3.98,NORMAL
41.8,65.03,40.92,91.08,8.43,-13.61,UNUSUAL_PATTERN
